avg_temp_c,temp_variance,humidity_change,shock_g,light_events,route_deviation_km,theft_zone_risk,weather_risk,carrier_score,device_uptime,transit_time_hr,declared_value_usd,cargo_type,packaging_type,claim
14.44,0.43,6.38,1.63,0,4.04,2.86,3.42,0.702,0.946,65.3,63723.48,general_merchandise,insulated,0
15.08,1.73,6.08,2.31,2,1.44,3.36,3.41,0.768,0.961,121.1,61360.41,general_merchandise,insulated,0
6.91,1.83,11.4,0.68,0,2.82,2.68,5.27,0.875,0.98,39.1,325292.6,pharma_cold_chain,insulated,0
11.08,3.4,13.8,1.49,2,0.69,2.17,4.83,0.773,0.996,24.7,92714.6,pharma_cold_chain,insulated,1
16.53,1.89,8.21,0.57,3,1.52,2.49,1.56,0.691,0.972,122.3,28761.88,general_merchandise,refrigerated,1
6.62,0.94,3.99,2.88,2,2.57,1.29,2.02,0.838,0.962,46.1,32222.23,pharma_cold_chain,refrigerated,1
13.08,3.41,9.46,1.51,1,6.53,0.5,2.04,0.627,0.961,55.9,28201.95,electronics_high_value,standard,1
19.78,6.31,10.41,2.17,0,5.25,0.83,1.56,0.681,0.936,89.3,26253.86,general_merchandise,standard,0
14.64,0.01,6.07,0.52,1,3.39,5.44,5.73,0.856,0.994,60.6,59163.84,fresh_produce,refrigerated,1
2.15,2.75,0.82,2.13,2,4.88,3.15,3.2,0.637,0.993,53.4,35152.19,pharma_cold_chain,insulated,0
13.64,3.09,4.53,0.54,1,3.63,3.7,2.38,0.797,0.975,111.3,34833.67,general_merchandise,refrigerated,1
2.64,0.29,6.68,1.26,1,1.61,1.13,3.08,0.649,0.927,83.7,65758.61,pharma_cold_chain,insulated,0
16.38,5.01,6.74,0.8,1,3.81,0.81,4.64,0.947,0.964,89.1,49990.07,general_merchandise,palletized,0
15.67,2.71,8.0,3.19,0,1.56,5.66,1.67,0.839,1.0,84.1,11844.99,chemicals,insulated,0
6.38,0.69,7.19,1.62,0,0.17,2.12,2.54,0.685,0.975,80.2,54951.27,pharma_cold_chain,refrigerated,0
18.59,1.72,2.88,3.24,2,3.65,5.3,5.01,0.918,0.973,71.9,31262.46,general_merchandise,refrigerated,1
16.08,4.52,15.43,1.29,2,4.71,2.48,3.06,0.714,0.937,41.5,38087.64,electronics_high_value,standard,0
10.36,3.98,8.47,0.45,0,0.27,0.7,3.3,0.627,0.984,60.9,38437.82,general_merchandise,standard,1
11.66,6.14,10.33,1.9,0,6.39,0.16,6.69,0.793,0.953,91.0,24714.76,electronics_high_value,standard,0
8.72,2.68,7.28,1.79,0,1.09,5.96,0.59,0.75,1.0,44.9,44116.32,pharma_cold_chain,insulated,0
11.55,1.88,9.96,2.36,0,1.44,5.94,2.15,0.808,0.976,78.6,28841.29,pharma_cold_chain,refrigerated,0
12.2,0.58,21.02,4.06,0,4.08,4.82,5.66,0.612,0.966,55.7,32464.44,pharma_cold_chain,refrigerated,0
15.1,3.06,16.22,0.99,0,10.05,4.3,7.4,0.657,0.955,88.9,18087.04,general_merchandise,insulated,0
11.07,1.96,8.73,1.15,1,3.89,3.9,1.57,0.583,0.921,46.3,68549.78,electronics_high_value,palletized,0
-2.41,0.58,7.34,0.07,1,2.72,1.95,3.83,0.727,0.968,90.1,110191.46,pharma_cold_chain,insulated,0
20.38,5.86,4.96,1.08,0,0.13,2.02,5.32,0.803,0.959,46.6,28230.81,electronics_high_value,standard,0
19.19,1.28,1.41,3.39,1,1.38,3.97,3.41,0.79,0.966,15.7,100735.5,chemicals,refrigerated,0
19.19,0.93,10.38,1.82,0,1.26,1.39,1.12,0.719,0.98,76.4,63968.74,general_merchandise,insulated,0
10.28,0.66,5.9,0.62,0,2.43,4.27,4.91,0.853,1.0,102.5,43694.41,pharma_cold_chain,refrigerated,0
8.19,0.76,12.97,0.25,1,1.84,2.78,3.8,0.863,0.913,77.9,80680.07,pharma_cold_chain,insulated,0
17.08,6.1,8.27,0.46,1,1.16,6.5,1.44,0.67,0.991,111.3,30170.24,electronics_high_value,palletized,1
21.95,4.87,6.75,1.63,0,2.01,1.57,5.04,0.824,0.985,92.9,67344.52,electronics_high_value,standard,1
16.12,1.07,18.69,1.27,0,1.78,5.11,4.31,0.668,0.952,70.6,61342.43,general_merchandise,insulated,0
5.57,5.38,12.36,2.67,1,6.32,1.56,3.91,0.785,0.975,56.7,32972.5,pharma_cold_chain,refrigerated,1
14.91,6.01,6.15,0.45,1,2.54,3.93,1.92,0.841,0.933,109.7,46921.64,electronics_high_value,standard,1
7.14,1.88,4.83,1.67,1,3.56,1.59,7.11,0.7,0.932,34.4,71189.18,pharma_cold_chain,insulated,1
17.77,2.22,9.47,1.12,1,2.5,1.4,3.84,0.796,0.936,74.1,87629.54,electronics_high_value,standard,0
12.79,8.01,14.06,2.76,1,3.34,5.88,3.18,0.785,0.954,75.4,8716.6,general_merchandise,palletized,0
11.16,3.33,11.98,0.75,1,2.02,0.82,3.39,0.591,0.956,90.4,28540.71,chemicals,standard,1
16.47,8.64,4.61,1.33,1,0.14,1.13,3.54,0.533,0.985,98.0,32121.1,general_merchandise,standard,0
17.83,3.01,11.66,2.69,1,2.86,0.76,5.62,0.796,0.97,60.1,74388.85,general_merchandise,palletized,0
13.59,3.66,13.24,1.17,1,0.29,5.36,4.8,0.694,0.976,66.5,94971.79,general_merchandise,insulated,0
13.01,4.75,17.61,1.64,1,5.58,1.38,3.39,0.878,0.991,99.7,37679.53,electronics_high_value,standard,0
7.53,3.41,1.45,0.45,0,7.37,1.44,1.64,0.793,0.98,90.8,16558.74,pharma_cold_chain,refrigerated,1
4.09,3.85,11.52,1.04,1,6.87,6.38,5.47,0.854,0.98,79.8,40350.39,pharma_cold_chain,refrigerated,1
17.91,3.78,7.37,1.71,3,6.11,1.99,3.58,0.762,0.952,72.9,13255.99,electronics_high_value,palletized,1
16.62,5.92,4.23,1.37,0,4.58,4.97,3.58,0.862,0.953,69.4,20309.17,general_merchandise,standard,0
11.64,2.29,11.71,2.4,0,5.39,3.38,4.85,0.87,0.952,15.7,28125.4,pharma_cold_chain,insulated,0
18.83,5.06,6.86,1.42,1,3.23,5.62,8.33,0.913,0.941,102.0,17135.27,electronics_high_value,standard,1
13.95,5.29,7.15,2.11,0,2.48,2.0,5.66,0.837,0.971,78.4,22105.99,electronics_high_value,standard,1
3.75,2.57,4.96,2.5,0,4.8,2.03,1.45,0.823,1.0,70.2,61552.79,pharma_cold_chain,refrigerated,0
19.17,2.89,5.97,1.41,2,0.7,2.4,6.63,0.794,0.992,92.7,24196.35,electronics_high_value,palletized,0
17.17,4.38,10.16,1.3,0,6.68,3.82,2.14,0.715,0.968,50.3,24551.85,electronics_high_value,standard,0
4.48,0.79,5.26,0.41,0,6.75,0.99,8.13,0.815,0.916,54.4,41763.16,pharma_cold_chain,refrigerated,1
15.94,4.3,2.53,2.03,1,4.82,1.59,7.07,0.857,0.981,48.6,41472.7,general_merchandise,palletized,1
16.33,1.43,5.47,0.53,2,3.63,1.83,4.35,1.0,1.0,84.1,11808.98,fresh_produce,refrigerated,0
7.34,2.81,0.25,0.61,0,5.14,1.35,3.85,0.504,0.893,74.7,31716.97,fresh_produce,refrigerated,0
21.98,2.88,15.02,1.99,0,5.23,0.59,3.59,0.872,0.951,100.3,13830.06,electronics_high_value,standard,0
10.66,3.16,2.41,2.98,2,0.2,0.68,5.92,0.787,0.99,133.4,203324.79,general_merchandise,insulated,0
4.06,1.97,5.06,1.37,0,5.31,2.51,5.89,0.79,0.931,82.2,50976.82,pharma_cold_chain,refrigerated,0
14.39,2.75,10.75,1.84,1,2.44,1.77,6.07,1.0,1.0,79.0,50304.63,fresh_produce,palletized,0
2.5,0.05,7.71,0.42,1,2.69,3.65,1.6,0.791,1.0,47.8,49317.08,pharma_cold_chain,refrigerated,1
10.7,0.71,12.26,0.11,1,4.9,3.17,5.24,0.849,0.945,135.3,67976.1,general_merchandise,refrigerated,1
16.35,3.36,7.77,2.24,3,3.19,3.47,5.28,0.503,1.0,79.4,50160.53,fresh_produce,palletized,1
15.6,7.16,2.61,1.48,1,0.22,1.41,1.07,0.884,0.95,81.3,35749.2,general_merchandise,standard,1
19.68,0.27,11.49,0.32,1,2.98,0.51,7.5,0.778,0.957,104.9,113025.46,general_merchandise,refrigerated,0
17.88,3.82,13.5,1.76,0,1.87,1.87,5.7,0.645,0.931,56.1,26665.32,general_merchandise,palletized,1
20.35,3.38,6.29,2.68,2,1.22,4.02,3.38,0.671,0.994,81.8,39338.53,electronics_high_value,standard,0
17.67,1.52,3.54,1.71,2,0.06,5.73,4.15,0.569,0.98,43.9,52316.29,general_merchandise,refrigerated,0
19.49,3.41,2.29,1.92,0,4.19,2.24,5.5,0.796,0.957,34.8,50436.34,electronics_high_value,standard,0
20.89,2.49,5.6,2.5,1,3.75,3.69,1.83,0.738,0.998,25.1,19762.6,fresh_produce,refrigerated,0
18.02,0.82,1.04,1.57,0,2.03,4.0,2.83,0.559,0.952,103.1,33308.5,general_merchandise,insulated,0
18.97,1.15,11.69,1.59,0,0.55,4.07,2.64,0.732,0.93,35.6,52028.99,general_merchandise,insulated,0
14.18,6.74,7.72,1.06,0,0.44,4.3,3.78,0.489,0.979,73.1,38765.69,electronics_high_value,standard,1
15.25,6.65,9.6,1.98,0,5.92,1.87,4.35,0.796,0.944,83.5,64920.98,electronics_high_value,standard,1
17.84,5.99,11.06,1.84,0,1.05,2.01,4.58,0.86,0.933,42.5,23294.47,electronics_high_value,palletized,0
4.12,0.03,14.43,0.25,2,3.47,3.05,3.94,0.601,0.971,107.1,15699.99,pharma_cold_chain,insulated,1
4.79,0.45,13.55,3.99,1,0.56,1.84,3.93,0.633,0.996,49.8,15708.63,pharma_cold_chain,insulated,0
11.16,6.24,10.93,3.16,3,0.36,4.47,4.65,0.859,0.921,81.4,21023.84,general_merchandise,palletized,0
17.95,4.69,12.1,2.39,2,3.83,5.09,1.7,0.768,0.985,141.1,41600.06,electronics_high_value,standard,1
10.37,2.72,8.44,2.58,0,1.43,3.94,4.04,0.822,0.966,96.2,18008.54,chemicals,insulated,0
14.84,0.12,8.06,3.64,0,3.46,2.74,7.34,0.775,0.938,70.3,23580.52,pharma_cold_chain,insulated,1
17.46,3.44,4.7,0.11,1,3.33,2.53,4.46,0.553,0.965,58.0,41940.59,general_merchandise,palletized,1
11.71,0.56,13.18,1.15,0,3.48,1.77,3.78,0.969,0.945,75.4,43292.24,fresh_produce,refrigerated,1
6.15,1.98,14.1,1.11,1,1.32,1.6,3.71,1.0,0.98,51.4,25084.07,pharma_cold_chain,refrigerated,1
18.32,5.86,5.41,1.42,1,2.91,0.66,3.7,0.582,0.954,52.8,68041.69,general_merchandise,palletized,1
10.1,2.77,6.34,0.93,2,3.57,4.17,5.29,0.996,1.0,96.1,7572.01,pharma_cold_chain,insulated,0
14.11,2.24,13.95,1.99,2,1.23,2.59,2.37,0.535,0.94,123.6,17913.77,general_merchandise,palletized,1
14.71,4.47,1.76,1.32,0,6.99,4.28,3.58,0.653,0.976,80.1,76913.96,fresh_produce,palletized,0
16.61,3.48,5.89,3.45,0,4.9,3.99,2.89,0.924,0.924,53.8,30226.8,general_merchandise,insulated,0
8.68,1.86,2.93,1.29,1,0.86,0.23,2.35,0.846,0.983,79.0,22671.83,pharma_cold_chain,insulated,0
6.77,4.22,6.65,0.51,1,1.16,5.23,4.86,0.928,0.986,80.1,96311.64,pharma_cold_chain,refrigerated,0
11.97,5.02,16.9,1.93,0,9.27,7.15,4.77,0.904,0.982,44.8,18884.27,fresh_produce,refrigerated,0
8.49,2.75,11.19,2.13,1,0.62,4.58,3.79,0.858,0.997,65.2,65177.25,pharma_cold_chain,refrigerated,1
9.47,4.28,5.96,1.11,4,0.6,0.84,1.97,0.85,0.991,8.0,31673.32,fresh_produce,palletized,0
14.56,0.81,9.4,1.36,1,0.49,3.5,1.46,0.761,0.982,45.4,27100.66,general_merchandise,insulated,0
12.73,8.07,15.37,0.3,0,0.01,1.87,2.76,0.716,0.931,97.1,41141.11,chemicals,palletized,0
20.5,5.43,1.89,0.98,0,5.03,3.03,2.2,0.643,1.0,59.3,64095.03,fresh_produce,refrigerated,1
15.73,6.48,7.02,2.11,0,5.19,3.56,7.08,0.774,1.0,88.5,65307.72,general_merchandise,standard,1
13.83,1.72,4.0,2.18,3,5.64,4.57,4.73,0.93,0.98,87.3,139032.55,chemicals,insulated,0
14.13,3.52,11.48,1.23,0,5.06,2.51,4.18,0.746,0.914,100.2,61538.68,general_merchandise,refrigerated,1
16.54,6.01,11.32,0.85,0,1.09,0.8,2.91,0.745,0.936,60.3,17096.36,electronics_high_value,palletized,1
21.95,1.19,4.55,3.29,0,1.18,4.8,9.16,0.733,0.951,127.2,53698.91,fresh_produce,refrigerated,1
7.58,3.07,5.27,2.11,2,0.68,6.7,4.16,0.713,0.971,87.4,34907.04,pharma_cold_chain,refrigerated,0
9.33,1.24,12.93,1.61,0,4.73,1.83,3.98,0.749,0.932,54.8,78497.51,pharma_cold_chain,insulated,0
14.56,3.8,10.95,2.21,0,1.42,2.49,6.69,0.677,0.944,89.6,77770.6,general_merchandise,standard,1
4.99,0.87,5.86,1.0,0,2.71,3.98,4.35,0.718,0.961,53.8,56267.68,pharma_cold_chain,refrigerated,1
23.11,2.43,5.41,0.29,0,1.09,1.78,4.18,0.754,0.987,99.5,52136.12,fresh_produce,refrigerated,0
10.37,1.51,17.93,0.89,1,0.87,3.69,3.17,0.748,1.0,91.7,49902.17,pharma_cold_chain,insulated,0
19.38,6.5,7.84,1.64,3,1.27,3.27,0.51,0.708,0.976,22.1,26826.15,electronics_high_value,standard,1
8.74,5.25,12.74,1.94,1,0.64,3.16,6.27,0.687,0.971,78.2,62767.27,electronics_high_value,standard,1
17.62,5.14,4.96,1.0,2,1.84,3.71,2.32,0.81,0.957,130.8,23584.78,electronics_high_value,standard,0
12.98,6.52,0.19,1.84,1,1.1,3.17,6.77,0.841,0.93,86.0,14029.89,fresh_produce,palletized,1
13.33,3.18,4.89,2.38,0,6.09,1.54,4.89,0.783,0.973,106.9,33316.23,general_merchandise,refrigerated,0
13.98,0.05,4.54,0.74,1,0.01,2.56,5.23,0.928,0.957,55.5,35413.89,fresh_produce,refrigerated,0
13.75,3.89,15.42,2.39,1,2.64,5.63,6.45,0.866,0.934,36.5,40010.82,general_merchandise,palletized,0
14.76,3.08,9.08,1.85,0,5.68,0.75,0.73,0.765,0.982,26.0,27295.76,electronics_high_value,palletized,0
15.03,3.34,2.68,1.63,0,0.73,2.75,1.88,0.733,1.0,42.3,22620.39,general_merchandise,standard,1
17.8,4.74,8.45,1.63,1,1.33,1.69,1.73,0.84,0.989,96.2,18001.32,general_merchandise,palletized,0
19.46,8.14,9.64,1.39,0,6.31,2.63,5.84,0.655,0.997,113.2,85865.19,electronics_high_value,standard,1
6.49,1.14,16.29,2.45,1,6.49,4.45,7.69,0.8,0.944,57.8,60089.15,pharma_cold_chain,refrigerated,0
15.71,3.4,9.23,1.51,3,1.06,1.38,8.28,0.93,1.0,56.8,48086.04,electronics_high_value,palletized,1
16.3,0.24,11.11,2.21,0,1.01,2.01,2.89,0.666,0.973,142.7,136314.22,general_merchandise,refrigerated,1
17.12,5.31,1.66,0.65,2,3.19,0.86,5.93,0.542,0.959,109.9,19927.41,fresh_produce,refrigerated,1
10.75,1.79,10.42,1.14,1,1.85,6.38,3.3,0.692,0.998,63.7,36533.47,chemicals,refrigerated,0
16.12,3.35,10.94,1.66,0,0.48,0.59,1.96,0.703,0.923,73.1,65053.3,fresh_produce,palletized,1
5.94,4.2,7.67,0.77,0,0.09,3.04,2.91,0.855,0.963,80.7,14037.41,pharma_cold_chain,insulated,0
14.96,4.47,15.21,3.29,0,1.65,3.39,1.63,0.754,0.983,95.5,57925.04,general_merchandise,standard,0
17.9,1.64,14.96,2.19,1,0.4,2.37,3.36,0.617,0.932,62.4,15449.37,fresh_produce,refrigerated,1
9.46,0.71,6.06,1.93,0,1.04,0.68,6.13,0.658,0.936,74.1,59425.09,pharma_cold_chain,refrigerated,1
14.68,7.61,9.93,1.2,1,3.38,2.42,2.3,0.626,0.969,51.5,161971.25,electronics_high_value,standard,0
17.11,2.72,11.61,0.55,1,1.07,1.09,0.93,0.624,0.978,64.6,17606.09,chemicals,refrigerated,0
9.73,3.5,5.21,0.76,1,0.58,1.05,2.71,0.594,0.953,64.7,69051.29,pharma_cold_chain,refrigerated,0
13.98,4.06,8.22,1.47,0,2.28,2.52,1.81,0.865,0.929,110.8,28427.68,fresh_produce,refrigerated,0
14.39,2.72,2.24,2.08,1,3.29,1.81,0.76,0.676,1.0,100.1,14254.54,pharma_cold_chain,refrigerated,0
17.81,6.33,2.84,0.36,0,3.88,6.58,6.37,0.916,0.973,57.2,34555.5,electronics_high_value,palletized,0
11.11,5.13,8.11,3.08,0,3.02,2.33,4.9,0.796,0.956,76.0,88644.25,general_merchandise,standard,0
12.23,2.98,0.73,1.72,0,5.7,2.61,2.45,0.704,0.969,125.0,41147.16,electronics_high_value,standard,0
13.39,5.08,13.62,2.41,2,4.74,4.54,0.66,0.774,1.0,108.1,102593.43,fresh_produce,refrigerated,0
7.69,2.97,0.96,2.02,2,3.49,2.4,5.68,0.775,0.993,44.6,53405.63,pharma_cold_chain,insulated,0
8.09,5.75,4.5,1.54,1,1.45,6.92,4.7,0.567,0.969,52.7,20121.84,electronics_high_value,palletized,0
17.9,3.26,8.74,0.95,1,1.72,0.19,4.83,0.682,0.954,77.7,40913.71,chemicals,palletized,0
14.64,7.46,13.3,1.34,1,6.91,1.89,5.18,0.733,0.966,69.0,42335.73,electronics_high_value,standard,0
11.99,4.89,7.2,1.02,0,2.69,3.06,1.21,0.737,0.957,103.0,40158.17,fresh_produce,palletized,0
9.69,2.22,3.54,1.77,1,2.05,1.63,7.51,0.903,0.993,79.8,16767.88,general_merchandise,refrigerated,0
22.01,2.91,6.63,1.95,0,0.42,4.49,7.39,0.912,0.94,103.5,16567.82,electronics_high_value,standard,1
15.52,5.58,5.4,1.34,0,1.77,1.01,3.62,0.619,0.958,128.3,38962.15,fresh_produce,palletized,1
20.11,2.57,2.01,3.97,0,1.0,0.46,4.42,0.684,0.939,60.9,37039.98,fresh_produce,refrigerated,0
14.11,6.6,10.75,2.07,1,0.06,4.52,1.82,0.548,0.967,82.9,46211.89,fresh_produce,palletized,1
6.7,3.55,9.35,2.12,0,1.57,4.51,3.54,0.667,0.956,71.5,66614.75,pharma_cold_chain,insulated,0
6.69,4.6,3.19,0.31,0,3.74,1.04,8.71,0.763,0.971,76.7,57779.29,pharma_cold_chain,insulated,0
8.82,0.72,15.07,1.5,0,2.49,5.4,2.44,0.775,0.95,45.5,57253.19,pharma_cold_chain,insulated,0
10.72,2.3,7.64,2.45,2,2.75,1.73,3.89,0.838,0.905,74.7,40481.91,fresh_produce,refrigerated,1
16.29,7.5,1.25,0.47,2,3.69,2.99,1.36,0.727,1.0,76.7,59477.69,electronics_high_value,standard,0
11.79,6.77,6.92,3.51,2,5.0,3.94,7.24,0.867,0.981,67.7,81711.18,electronics_high_value,standard,1
17.86,3.15,7.07,0.77,0,5.18,2.89,2.48,0.732,0.952,56.8,122136.0,general_merchandise,palletized,0
12.5,2.43,7.14,1.7,1,6.55,1.15,1.31,0.677,0.982,73.3,44651.82,chemicals,standard,0
17.54,2.92,11.41,2.57,3,5.3,2.38,5.16,0.658,0.999,44.4,14810.12,general_merchandise,insulated,0
18.25,1.01,2.33,1.13,2,2.08,1.77,3.68,0.633,0.997,108.5,13975.59,fresh_produce,refrigerated,0
18.05,4.42,3.14,1.59,1,2.79,1.01,4.36,0.85,1.0,99.5,18121.61,general_merchandise,palletized,0
13.83,5.8,13.57,1.05,2,0.91,2.46,3.18,0.821,1.0,79.4,63804.24,electronics_high_value,standard,1
7.42,1.75,13.95,1.32,0,6.97,4.2,1.38,0.764,0.931,30.2,40627.46,pharma_cold_chain,insulated,1
18.43,4.79,7.56,1.49,1,4.27,3.21,3.88,0.758,0.954,83.7,36739.26,general_merchandise,refrigerated,1
14.37,1.83,11.42,1.95,0,5.85,3.64,1.83,0.77,0.966,124.1,76046.82,general_merchandise,insulated,0
11.66,3.89,3.9,1.86,1,2.82,1.86,6.37,0.682,0.944,49.5,21607.45,fresh_produce,refrigerated,1
14.94,2.54,11.77,0.48,0,4.13,2.72,7.82,0.635,0.953,85.6,24719.73,general_merchandise,refrigerated,1
16.5,4.5,13.64,1.55,1,0.01,6.8,5.04,0.901,0.961,69.3,167782.94,general_merchandise,standard,0
17.43,7.92,8.2,0.84,0,0.67,5.85,3.28,0.735,0.97,74.8,41631.58,general_merchandise,standard,0
16.57,2.74,5.76,0.78,1,7.16,2.05,2.69,0.737,0.933,60.5,94776.74,general_merchandise,standard,1
10.36,1.57,2.75,3.27,1,4.94,1.73,0.14,0.908,0.957,59.9,35168.66,fresh_produce,refrigerated,1
19.12,3.32,13.92,1.81,1,4.68,1.78,2.47,0.81,0.976,63.4,46580.52,electronics_high_value,standard,0
14.98,3.37,12.79,1.89,1,7.48,2.91,4.8,0.994,0.918,107.1,22604.44,electronics_high_value,palletized,1
18.05,0.53,0.15,2.46,1,1.25,5.82,2.87,0.565,0.94,69.6,17119.82,fresh_produce,refrigerated,1
18.69,7.36,5.48,2.18,0,1.29,3.98,1.19,0.934,0.967,83.3,62621.8,general_merchandise,palletized,1
11.81,2.42,3.71,2.46,1,0.32,2.45,4.88,0.642,0.981,92.5,23538.15,electronics_high_value,palletized,0
17.41,2.57,9.52,0.45,1,9.29,1.47,6.97,0.889,0.938,50.4,24104.28,electronics_high_value,palletized,0
15.71,4.17,5.4,1.13,1,3.97,4.11,3.01,0.89,0.98,8.0,48421.79,electronics_high_value,standard,1
16.56,4.43,7.08,2.13,2,0.61,0.39,9.28,0.621,0.964,86.7,29311.17,chemicals,insulated,0
15.91,3.95,5.46,1.89,1,9.16,4.13,1.43,0.564,0.93,103.2,57837.08,electronics_high_value,standard,0
14.77,3.05,10.97,2.37,1,7.29,1.58,3.14,0.724,0.941,98.0,52001.05,electronics_high_value,standard,0
15.42,5.44,5.64,1.55,0,2.29,1.11,5.16,0.77,0.952,63.5,28567.18,electronics_high_value,standard,1
18.21,0.35,8.35,1.55,2,0.83,4.63,1.46,1.0,0.993,78.1,39999.7,general_merchandise,insulated,0
11.65,5.67,3.58,1.24,1,3.52,1.47,2.67,0.523,0.954,92.1,88360.69,electronics_high_value,standard,0
10.79,2.62,11.36,1.86,0,4.34,6.09,3.7,0.823,0.993,118.4,24522.77,pharma_cold_chain,refrigerated,0
6.61,1.68,9.22,0.95,2,3.32,4.19,3.29,0.666,0.97,37.3,75209.03,pharma_cold_chain,refrigerated,1
9.34,4.31,9.48,1.47,1,2.42,2.57,3.86,0.593,0.958,104.9,67292.48,pharma_cold_chain,insulated,0
16.3,4.93,6.08,1.68,0,3.16,3.81,6.82,0.614,0.944,51.8,71243.88,electronics_high_value,standard,1
14.56,0.48,5.6,1.71,0,1.0,2.21,1.33,0.919,0.995,85.4,14911.19,chemicals,refrigerated,0
11.69,7.11,5.12,0.59,1,8.74,1.94,3.06,0.668,0.934,75.7,12303.35,general_merchandise,palletized,0
15.33,6.15,13.95,1.89,0,3.95,3.51,2.9,0.824,0.936,109.3,31956.96,fresh_produce,palletized,1
15.61,3.01,1.87,1.57,1,1.82,2.43,5.88,0.878,0.98,66.9,98638.91,fresh_produce,palletized,1
16.59,1.68,10.96,1.29,1,3.7,2.13,5.43,0.623,0.958,41.5,57835.77,general_merchandise,standard,0
16.92,4.04,0.07,0.61,0,1.44,2.12,3.03,0.718,1.0,34.5,87004.57,general_merchandise,standard,0
14.07,4.06,8.75,1.55,0,1.17,3.3,3.81,0.654,1.0,95.2,28177.51,electronics_high_value,standard,0
5.14,0.74,14.0,2.07,1,3.62,0.58,4.19,1.0,0.977,50.0,38367.06,pharma_cold_chain,insulated,0
18.84,5.56,4.96,2.17,0,3.84,1.85,4.85,0.987,1.0,15.9,22540.81,electronics_high_value,standard,0
18.2,2.91,15.45,1.58,1,5.7,4.06,1.24,0.755,0.962,8.0,58810.79,general_merchandise,refrigerated,0
15.39,1.5,5.75,0.38,0,0.02,0.88,2.33,0.628,0.978,89.2,36008.0,fresh_produce,refrigerated,1
21.64,5.78,4.31,1.29,2,2.39,0.88,5.82,0.593,0.957,45.4,13545.01,general_merchandise,palletized,0
10.4,2.15,7.66,0.41,0,2.6,1.67,6.1,0.711,0.969,109.2,59584.27,fresh_produce,refrigerated,1
18.81,0.73,2.28,1.65,1,5.39,5.37,2.98,0.849,0.972,64.2,15212.24,general_merchandise,refrigerated,0
7.03,0.43,9.76,1.81,2,0.76,3.21,6.51,0.701,0.959,38.0,18436.61,pharma_cold_chain,refrigerated,1
13.69,5.76,12.87,1.04,1,1.5,4.75,0.9,0.79,0.922,86.5,35363.58,chemicals,standard,0
20.61,0.92,3.66,0.23,1,0.27,2.06,3.7,0.784,1.0,56.9,49536.4,general_merchandise,insulated,0
6.65,2.39,5.45,1.31,1,1.42,3.33,2.79,0.642,0.92,130.5,47491.13,pharma_cold_chain,insulated,1
14.51,5.97,0.91,1.33,0,3.71,5.42,2.98,0.816,0.937,68.9,58792.32,general_merchandise,standard,0
6.61,0.93,3.92,4.28,1,1.69,4.54,6.31,0.697,0.978,65.4,62409.46,pharma_cold_chain,insulated,1
4.61,1.18,6.68,1.34,0,1.78,5.0,6.53,0.543,0.982,103.1,96377.84,pharma_cold_chain,refrigerated,1
19.39,0.15,8.43,0.66,1,4.0,2.21,4.22,0.581,0.941,76.2,22810.05,general_merchandise,refrigerated,0
19.24,4.98,12.36,2.17,3,0.05,0.63,7.1,0.756,0.943,60.2,75936.88,electronics_high_value,standard,1
20.11,0.72,5.64,0.64,1,4.75,4.68,5.12,0.65,0.988,95.9,53040.76,general_merchandise,insulated,0
16.29,6.89,12.1,1.12,0,2.18,2.81,4.75,0.765,0.963,66.1,97400.83,electronics_high_value,palletized,0
13.86,5.26,8.2,1.73,0,4.51,0.89,4.25,0.925,0.971,74.7,59815.17,electronics_high_value,standard,1
17.04,6.51,12.78,0.24,2,3.11,3.77,4.21,0.695,0.962,100.7,54901.85,electronics_high_value,palletized,1
9.0,3.96,0.32,1.12,0,6.46,1.5,4.31,0.92,0.929,83.9,46502.35,pharma_cold_chain,insulated,0
16.02,2.13,10.08,0.11,0,0.36,1.79,3.91,0.925,0.965,79.6,64867.39,general_merchandise,insulated,0
6.31,3.39,10.32,2.43,1,3.32,2.98,4.03,0.699,0.954,68.8,32442.99,pharma_cold_chain,refrigerated,1
19.23,2.05,9.57,0.02,0,0.97,2.74,5.67,0.721,0.973,51.4,27080.29,general_merchandise,insulated,1
14.09,7.41,16.8,1.38,0,2.52,5.88,4.48,0.747,1.0,40.1,43753.75,general_merchandise,standard,0
17.84,3.5,10.73,2.24,1,1.47,1.34,3.52,0.571,0.976,112.0,13425.35,fresh_produce,refrigerated,0
20.24,4.95,10.96,0.85,0,1.46,1.2,4.07,0.63,0.944,88.7,66069.67,general_merchandise,standard,1
10.18,0.29,7.51,1.82,1,1.56,6.07,6.18,0.687,0.944,97.8,59152.51,pharma_cold_chain,refrigerated,1
9.62,3.15,3.2,1.3,2,1.79,2.65,3.08,0.614,0.976,64.9,68898.07,pharma_cold_chain,insulated,0
14.32,5.71,9.74,0.27,0,1.14,3.61,1.99,0.66,0.922,72.6,17933.82,electronics_high_value,palletized,0
17.71,1.19,4.39,0.62,0,7.39,2.51,1.49,0.811,0.931,50.6,86532.36,fresh_produce,refrigerated,1
15.39,4.97,11.09,2.7,0,2.24,4.73,6.53,0.732,0.975,112.5,107843.97,fresh_produce,palletized,1
15.77,2.59,2.23,1.24,3,0.15,7.22,4.79,0.791,0.955,102.7,158972.53,general_merchandise,standard,1
